SANGER SAMPLE ID,SANGER PLATE ID,WELL,SUPPLIER SAMPLE NAME,COHORT,VOLUME (ul),CONC. (ng/ul),GENDER,COUNTRY OF ORIGIN,GEOGRAPHICAL REGION,ETHNICITY,DNA SOURCE,DATE OF SAMPLE COLLECTION (MM/YY or YYYY only),DATE OF DNA EXTRACTION (MM/YY or YYYY only),DNA EXTRACTION METHOD,SAMPLE PURIFIED?,PURIFICATION METHOD,CONCENTRATION DETERMINED BY,DNA STORAGE CONDITIONS,MOTHER (optional),FATHER (optional),SIBLING (optional),GC CONTENT,PUBLIC NAME,TAXON ID,COMMON NAME,SAMPLE DESCRIPTION,STRAIN,SAMPLE TYPE,SAMPLE ACCESSION NUMBER (optional),DONOR ID (required for EGA),PHENOTYPE (required for EGA),V33,Study ID,Lane Name,Cycles,Reads,Bases,Map Type,Reference,Reference Size,Mapper,Mapstats ID,Mapped %,Paired %,Mean Insert Size,Depth of Coverage,Depth of Coverage sd,Adapter %,Transposon %,Genome Covered,Duplication Rate,Error Rate,NPG QC,Manual QC,No. Het SNPs,% Het SNPs (Total Genome),% Het SNPs (Genome Covered),% Het SNPs (Total No. of SNPs),QC Pipeline,Mapping Pipeline,Archiving Pipeline,SNP Calling Pipeline,RNASeq Pipeline,Assembly Pipeline,Annotation Pipeline,percent_pneumo
pneuDEEP7565025,DN532026W,B12,SMRU,,97.5,393.6,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10135,NA,NA,5000,28157_2#73,151,4376254,660814354,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424538,88,87.2,453.8,261.72,130.02,0.1,NA,89.15,8e-04,0.013,pass,pending,289,0.01,0.02,2.86,Done,-,Done,-,-,Done,Done,95.55
pneuDEEP7565026,DN532026W,C12,SMRU,,97.5,137.4,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10138,NA,NA,5000,28157_2#75,151,4962278,749303978,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424541,81.2,80.4,458.3,273.84,141.61,0,NA,87.04,9e-04,0.013,pass,pending,189,0.01,0.01,1.95,Done,-,Done,-,-,Done,Done,87.42
pneuDEEP7565028,DN532026W,E12,SMRU,,97.5,15.4,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10155,NA,NA,5000,28048_1#81,151,4300458,649369158,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379318,86.8,86.2,493.9,253.62,102.42,0,NA,90.74,5e-04,0.01,pass,pending,192,0.01,0.01,2.35,Done,-,Done,-,-,Done,Done,89.63
pneuDEEP7565029,DN532026W,F12,SMRU,,97.5,320,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10157,NA,NA,5000,28157_2#77,151,5577290,842170790,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424544,87.7,87,422.8,332.4,171.12,0.1,NA,89.07,7e-04,0.012,pass,pending,271,0.01,0.01,2.72,Done,-,Done,-,-,Done,Done,95.51
pneuDEEP7565031,DN532026W,H12,SMRU,,97.5,71.6,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10198,NA,NA,5000,28048_1#85,151,3858230,582592730,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379324,84.4,83.6,512.2,221.35,112,0.1,NA,91.52,8e-04,0.012,pass,pending,9342,0.42,0.47,62.71,Done,-,Done,-,-,Done,Done,88.69
pneuDEEP7565032,DN532027A,A1,SMRU,,97.5,76,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10204,NA,NA,5000,28048_1#87,151,4589150,692961650,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379327,87.5,86.6,508.8,273.06,148.74,0.1,NA,86.92,0.001,0.012,pass,pending,289,0.01,0.02,2.88,Done,-,Done,-,-,Done,Done,94.05
pneuDEEP7565033,DN532027A,B1,SMRU,,97.5,222,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10205,NA,NA,5000,28157_2#80,151,4738920,715576920,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424547,80,79.3,467.3,257.53,138.39,0.1,NA,86.9,9e-04,0.013,pass,pending,165,0.01,0.01,1.72,Done,-,Done,-,-,Done,Done,93.34
pneuDEEP7565034,DN532027A,C1,SMRU,,97.5,4.4,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10209,NA,NA,5000,28048_1#89,151,5426506,819402406,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379330,82.9,82.4,452.8,305.92,145.36,0.1,NA,89.61,6e-04,0.012,pass,pending,164,0.01,0.01,1.66,Done,-,Done,-,-,Done,Done,87.2
pneuDEEP7565035,DN532027A,D1,SMRU,,97.5,261.4,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10210,NA,NA,5000,28157_2#82,151,5013736,757074136,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424550,88.5,87.7,451,301.7,166.46,0.1,NA,88.7,8e-04,0.013,pass,pending,198,0.01,0.01,1.95,Done,-,Done,-,-,Done,Done,91.26
pneuDEEP7565036,DN532027A,E1,SMRU,,97.5,72.6,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10217,NA,NA,5000,28048_1#91,151,4120700,622225700,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379333,86.4,85.5,525.3,241.8,127.5,0.1,NA,87.16,6e-04,0.013,pass,pending,268,0.01,0.01,2.68,Done,-,Done,-,-,Done,Done,94.5
pneuDEEP7565037,DN532027A,F1,SMRU,,97.5,133.7,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10223,NA,NA,5000,28048_1#93,151,4438506,670214406,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379336,85.6,84.7,498.3,258.3,134.64,0.1,NA,88.82,7e-04,0.012,pass,pending,160,0.01,0.01,1.59,Done,-,Done,-,-,Done,Done,91.67
pneuDEEP7565038,DN532027A,G1,SMRU,,97.5,204.4,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10225,NA,NA,5000,28048_1#95,151,5147970,777343470,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379339,85.7,85,464.2,299.95,158.62,0.1,NA,86.95,8e-04,0.012,pass,pending,350,0.02,0.02,3.44,Done,-,Done,-,-,Done,Done,93.89
pneuDEEP7565040,DN532027A,A2,SMRU,,97.5,19.5,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10275,NA,NA,5000,28048_1#99,151,3683190,556161690,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379345,78.7,77.9,485.5,196.95,139.15,0,NA,86.74,0.001,0.012,pass,pending,183,0.01,0.01,1.86,Done,-,Done,-,-,Done,Done,87.38
pneuDEEP7565041,DN532027A,B2,SMRU,,97.5,72.7,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10277,NA,NA,5000,28048_1#101,151,3844328,580493528,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2378223,72.8,72.3,502.7,190.3,102.55,0.1,NA,90,7e-04,0.012,pass,pending,1150,0.05,0.06,11.22,Done,-,Done,-,-,Done,Done,76.57
pneuDEEP7565042,DN532027A,C2,SMRU,,97.5,567.4,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10279,NA,NA,5000,28157_2#84,151,4902926,740341826,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424553,82,81.2,457.2,273.21,190.89,0.1,NA,86.78,0.0012,0.013,pass,pending,198,0.01,0.01,2.07,Done,-,Done,-,-,Done,Done,92.84
pneuDEEP7565043,DN532027A,D2,SMRU,,97.5,136.9,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10303,NA,NA,5000,28048_1#103,151,4067882,614250182,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2378226,83.6,82.8,525.2,231.24,127.8,0.1,NA,88.36,8e-04,0.013,pass,pending,158,0.01,0.01,1.61,Done,-,Done,-,-,Done,Done,91.93
pneuDEEP7565044,DN532027A,E2,SMRU,,97.5,6.3,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10308,NA,NA,5000,28048_1#105,151,4098094,618812194,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2378229,85.2,84.2,556.4,237.3,119.58,0.1,NA,86.68,7e-04,0.013,pass,pending,177,0.01,0.01,1.83,Done,-,Done,-,-,Done,Done,94.09
pneuDEEP7565047,DN532027A,H2,SMRU,,97.5,100.7,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10320,NA,NA,5000,28157_2#86,151,4372138,660192838,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424556,86.8,86,449.5,257.46,210.24,0.1,NA,86.58,0.0015,0.013,pass,pending,185,0.01,0.01,1.88,Done,-,Done,-,-,Done,Done,94.79
pneuDEEP7565048,DN532027A,A3,SMRU,,97.5,16.1,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10324,NA,NA,5000,28048_1#111,151,4512220,681345220,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2378238,76.9,76.1,531,235.92,124.38,0.1,NA,90.79,8e-04,0.013,pass,pending,210,0.01,0.01,2.07,Done,-,Done,-,-,Done,Done,82.6
pneuDEEP7565049,DN532027A,B3,SMRU,,97.5,320.1,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10330,NA,NA,5000,28157_2#88,151,4659292,703553092,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424559,85.1,84.4,459.7,269.57,216.16,0.1,NA,86.68,0.0011,0.013,pass,pending,194,0.01,0.01,2.05,Done,-,Done,-,-,Done,Done,93.59
pneuDEEP7565050,DN532027A,C3,SMRU,,97.5,116.1,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10338,NA,NA,5000,28048_1#113,151,5028942,759370242,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2378241,83.8,83.2,480.2,286.58,144.2,0.1,NA,89.62,6e-04,0.012,pass,pending,193,0.01,0.01,1.84,Done,-,Done,-,-,Done,Done,92.11
pneuDEEP7565053,DN532027A,F3,SMRU,,97.5,185.2,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10343,NA,NA,5000,28157_2#90,151,4816436,727281836,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424562,83.4,82.6,461.7,272.93,126.84,0.1,NA,90.36,7e-04,0.013,pass,pending,7961,0.36,0.41,57.43,Done,-,Done,-,-,Done,Done,92.35
pneuDEEP7565054,DN532027A,G3,SMRU,,97.5,240,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10368,NA,NA,5000,28157_2#92,151,4777836,721453236,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424565,83.3,82.5,448.9,270.48,141.47,0.1,NA,90.45,9e-04,0.013,pass,pending,2366,0.11,0.12,21.38,Done,-,Done,-,-,Done,Done,93.82
pneuDEEP7565055,DN532027A,H3,SMRU,,97.5,102.2,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10375,NA,NA,5000,28048_1#119,151,4023094,607487194,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2378250,78.3,77.4,514.7,214.02,176.64,0,NA,86.66,0.0011,0.013,pass,pending,168,0.01,0.01,1.75,Done,-,Done,-,-,Done,Done,92.98
pneuDEEP7565056,DN532027A,A4,SMRU,,97.5,36.4,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10381,NA,NA,5000,28048_1#121,151,4470598,675060298,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2378253,83.7,82.9,495.9,254.34,171.9,0.1,NA,90.06,9e-04,0.012,pass,pending,158,0.01,0.01,1.53,Done,-,Done,-,-,Done,Done,92.8
pneuDEEP7565058,DN532027A,C4,SMRU,,97.5,14,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10388,NA,NA,5000,28048_1#125,151,4693344,708694944,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2378259,89.1,88.4,471.1,284.06,129.57,0.1,NA,88.53,5e-04,0.012,pass,pending,174,0.01,0.01,1.73,Done,-,Done,-,-,Done,Done,93.27
pneuDEEP7565059,DN532027A,D4,SMRU,,97.5,183.1,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10390,NA,NA,5000,28048_1#127,151,4641494,700865594,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2378262,81.2,80.4,457.8,256.2,137.55,0.1,NA,86.85,7e-04,0.012,pass,pending,367,0.02,0.02,3.7,Done,-,Done,-,-,Done,Done,91.94
pneuDEEP7565060,DN532027A,E4,SMRU,,97.5,51.9,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10393,NA,NA,5000,28048_1#129,151,4226822,638250122,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2378265,75.8,74.9,507.5,217.8,128.76,0.1,NA,90.11,8e-04,0.012,pass,pending,224,0.01,0.01,2.25,Done,-,Done,-,-,Done,Done,81.74
pneuDEEP7565063,DN532027A,H4,SMRU,,97.5,82.8,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10441,NA,NA,5000,28048_1#131,151,4571924,690360524,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2378268,86,85.4,476.9,267.24,129.36,0,NA,88.99,6e-04,0.012,pass,pending,235,0.01,0.01,2.29,Done,-,Done,-,-,Done,Done,91.19
pneuDEEP7565064,DN532027A,A5,SMRU,,97.5,17.1,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10445,NA,NA,5000,28048_1#133,151,5137290,775730790,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2378271,74.7,73.5,385.5,260.54,245.07,2.9,NA,88.92,0.002,0.011,pass,pending,267,0.01,0.01,2.75,Done,-,Done,-,-,Done,Done,88.06
pneuDEEP7565065,DN532027A,B5,SMRU,,97.5,5.8,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10453,NA,NA,5000,28048_1#135,151,4230410,638791910,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2378274,79.2,78.4,489,227.7,130.8,0,NA,88.93,9e-04,0.012,pass,pending,199,0.01,0.01,2,Done,-,Done,-,-,Done,Done,88.11
pneuDEEP7565066,DN532027A,C5,SMRU,,97.5,580,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10459,NA,NA,5000,28157_2#96,151,5627526,849756426,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424571,85.8,85.1,420.1,328,147.6,0.1,NA,89.55,7e-04,0.012,pass,pending,206,0.01,0.01,2.06,Done,-,Done,-,-,Done,Done,90.57
pneuDEEP7565067,DN532027A,D5,SMRU,,97.5,88.5,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10461,NA,NA,5000,28048_1#137,151,4262816,643685216,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2378277,71.8,71.2,500.6,208.14,94.08,0.1,NA,91.46,5e-04,0.012,pass,pending,12666,0.57,0.64,75.51,Done,-,Done,-,-,Done,Failed (05-02-2019),78.44
pneuDEEP7565070,DN532027A,G5,SMRU,,97.5,146.8,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10482,NA,NA,5000,28157_2#98,151,4423254,667911354,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424574,75.6,74.9,463.9,227.34,110.64,0.1,NA,90,8e-04,0.013,pass,pending,152,0.01,0.01,1.49,Done,-,Done,-,-,Done,Done,86.37
pneuDEEP7565072,DN532027A,A6,SMRU,,97.5,160.4,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10514,NA,NA,5000,28048_1#145,151,3976250,600413750,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2378289,80.5,79.9,481,217.62,106.86,0,NA,86.7,5e-04,0.012,pass,pending,183,0.01,0.01,1.92,Done,-,Done,-,-,Done,Done,90.75
pneuDEEP7565074,DN532027A,C6,SMRU,,97.5,26.3,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10519,NA,NA,5000,28048_1#149,151,3335544,503667144,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2378295,78.6,77.9,500,178.1,82.15,0.1,NA,90.79,6e-04,0.013,pass,pending,239,0.01,0.01,2.42,Done,-,Done,-,-,Done,Done,84.63
pneuDEEP7565076,DN532027A,E6,SMRU,,97.5,41.3,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10528,NA,NA,5000,28048_1#153,151,3842026,580145926,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379351,73.9,73.2,506.2,193.05,132.55,0,NA,86.79,0.001,0.012,pass,pending,174,0.01,0.01,1.78,Done,-,Done,-,-,Done,Done,81.38
pneuDEEP7565077,DN532027A,F6,SMRU,,97.5,42.2,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10530,NA,NA,5000,28048_1#155,151,3478880,525310880,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379555,72.8,72.1,545.4,172.2,83.85,0.1,NA,89.08,6e-04,0.015,pass,pending,2659,0.12,0.14,23.02,Done,-,Done,-,-,Done,Done,78.16
pneuDEEP7565079,DN532027A,H6,SMRU,,97.5,249.6,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10535,NA,NA,5000,28157_2#100,151,4476162,675900462,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424577,86.5,85.7,467,262.98,121.5,0.1,NA,91.07,9e-04,0.013,pass,pending,668,0.03,0.03,6.32,Done,-,Done,-,-,Done,Done,92.33
pneuDEEP7565080,DN532027A,A7,SMRU,,97.5,105.3,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10540,NA,NA,5000,28048_1#157,151,3527504,532653104,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379558,81.6,80.8,526,195.65,142.1,0.1,NA,86.78,0.001,0.013,pass,pending,168,0.01,0.01,1.71,Done,-,Done,-,-,Done,Done,91.41
pneuDEEP7565081,DN532027A,B7,SMRU,,97.5,40.1,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10544,NA,NA,5000,28048_1#159,151,4425226,668209126,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379354,85.2,84.6,475.7,256.14,155.52,0.1,NA,88.22,0.0011,0.012,pass,pending,154,0.01,0.01,1.51,Done,-,Done,-,-,Done,Done,92
pneuDEEP7565082,DN532027A,C7,SMRU,,97.5,31.3,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10568,NA,NA,5000,28048_1#161,151,3220994,486370094,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379357,80,78.9,511.5,175.2,124.56,0.1,NA,90.54,0.0013,0.012,pass,pending,245,0.01,0.01,2.39,Done,-,Done,-,-,Done,Done,85.09
pneuDEEP7565083,DN532027A,D7,SMRU,,97.5,231.1,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10578,NA,NA,5000,28157_2#102,151,4626262,698565562,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424580,84.3,83.5,461.6,264.96,174,0.1,NA,86.73,0.001,0.012,pass,pending,160,0.01,0.01,1.7,Done,-,Done,-,-,Done,Done,91.24
pneuDEEP7565085,DN532027A,F7,SMRU,,97.5,13,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10629,NA,NA,5000,28048_1#165,151,4911706,741667606,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379363,85.1,84.6,426.9,284.2,210.7,0.1,NA,86.52,9e-04,0.011,pass,pending,170,0.01,0.01,1.73,Done,-,Done,-,-,Done,Done,93.01
pneuDEEP7565087,DN532027A,H7,SMRU,,97.5,141.4,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10640,NA,NA,5000,28157_2#106,151,4551208,687232408,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424586,82.7,81.8,491.8,255.78,168.36,0.1,NA,88.89,0.0012,0.014,pass,pending,1660,0.07,0.09,16.19,Done,-,Done,-,-,Done,Done,90.45
pneuDEEP7565088,DN532027A,A8,SMRU,,97.5,21.5,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10661,NA,NA,5000,28048_1#167,151,4136004,624536604,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379366,78.2,77.6,462.6,219.9,106.5,0,NA,88.19,5e-04,0.012,pass,pending,924,0.04,0.05,9.34,Done,-,Done,-,-,Done,Done,83.94
pneuDEEP7565089,DN532027A,B8,SMRU,,97.5,35.6,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10668,NA,NA,5000,28048_1#169,151,2559350,386461850,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379369,74.7,74,496.7,130.02,63.12,0,NA,90,0.0017,0.013,pass,pending,9109,0.41,0.47,62.51,Done,-,Done,-,-,Done,Done,82.74
